label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
4,0.0,0.0,0.0,-0.1438671480766798,-0.23143987140818406,-0.11407340775991552,-0.18502374924346465,-0.6046350293636853,-0.15177677724779823,-0.03732092440542623,-0.852915806477383,-0.1843534930859233,0.11110650032420759,-0.8663558579453468,-0.2146751320129362,-0.1293466720462346,-0.9710590592248395,-0.02552403821413369,-0.1657915407856202,-1.3292741159520702,-0.06601480199898224,-0.17522521644813233,-1.5472257625748334,-0.11290154909178993,-0.1760537820164151,-1.7312389248180875,-0.15141761067237386,-4.803859229145461e-18,-0.9998611780597564,-0.016662070968398727,0.027377811410413466,-1.3879987069409951,-0.029742865379341153,0.052411271021045695,-1.6278696957799312,-0.08864077951151728,0.07983921239418172,-1.8306542792883702,-0.1448463039275638,0.10830700772994105,-0.9331072924551491,-0.028250023361935432,0.15557999773182554,-1.2682038921310173,-0.052040383453093336,0.17604074839894066,-1.497215559816946,-0.12759159183765909,0.19535132160450439,-1.689644559664958,-0.18962759154953354,0.20990632897528633,-0.7919348356844994,-0.05546872645699422,0.290264671164755,-1.0527750501421504,-0.08854596281504136,0.3354198630253136,-1.2289553106759201,-0.13826782341626728,0.37636712298713343,-1.3847680610551134,-0.18238222404133436
4,0.0,0.0,0.0,-0.14601954085507005,-0.23189383302286717,-0.11141762071653252,-0.18690678966889632,-0.6034524589622062,-0.14836976698196713,-0.04098380212523837,-0.8524315361769887,-0.18110276246296997,0.10501101195396922,-0.8714189047808065,-0.2120492674967396,-0.13030042379951723,-0.9689290414675341,-0.021828227872933075,-0.1660339824489045,-1.3192859295504578,-0.06427637257344504,-0.17671484809935567,-1.5360560966362997,-0.11475309112795272,-0.1778063953809178,-1.7200852485476397,-0.1559654431524409,-2.0125037910466296e-18,-0.9998849585375232,-0.015168048339038828,0.029208875453666024,-1.3874942876041934,-0.03212707592788228,0.05372225533108879,-1.6300096284892083,-0.09715316696361269,0.08100106701666242,-1.832228493842879,-0.1573273527434527,0.10836256140188283,-0.9353656571147942,-0.028599306757656925,0.15491732120813642,-1.268310492008452,-0.05564516321040371,0.1732993021178663,-1.5003577237595478,-0.1361448362411713,0.19102777954547806,-1.6914969725827933,-0.20140709655090341,0.21019910585455337,-0.7941605016785699,-0.05737010447632568,0.2890728223904457,-1.0554820442669155,-0.09330051569484625,0.3332174395141209,-1.2302009307409891,-0.14588655338078466,0.3730863817845087,-1.3810021127767484,-0.19196310785078938
4,0.0,0.0,0.0,-0.14755149905686996,-0.22802477479084055,-0.11177860623284311,-0.19304824373071272,-0.5923689859676495,-0.15120774486355731,-0.05324429657215091,-0.8402070377911103,-0.18719204150523855,0.09078428840732798,-0.8658004878378888,-0.22170427898911457,-0.1311286369663534,-0.9688992419755101,-0.023982524700174337,-0.16693172452638,-1.3166796044476703,-0.06929263129675757,-0.17732537119938727,-1.5315771639895057,-0.1219886812861502,-0.1792553181337127,-1.715401596693693,-0.1647299530219262,-1.2324462986492811e-17,-0.9998134659295046,-0.019314071192559797,0.030702641220728678,-1.385695080269573,-0.04019136270917763,0.05607965607104812,-1.626927390169081,-0.10774261910011122,0.08220665403752188,-1.8274033609339033,-0.16931047070828828,0.10862166168271742,-0.9345537946871036,-0.03487544635283463,0.15638091728641487,-1.2667243644350348,-0.06573195971480016,0.17636551849079146,-1.4977283768922767,-0.14789525501418377,0.19337064182059646,-1.6881438962262934,-0.213806210969253,0.2100457150573034,-0.7923695332903247,-0.06575348328827577,0.29019204883183186,-1.0511803870411545,-0.10440755526345526,0.33537915647971506,-1.2238175362995003,-0.15792011370593095,0.3746993146714623,-1.3739676135147292,-0.20443692940773256
4,0.0,0.0,0.0,-0.14763534648754273,-0.22754839511748223,-0.1101700375772854,-0.19108345001669652,-0.5961385143711485,-0.147161617006429,-0.047371091665940925,-0.8410127905692506,-0.18048770190455332,0.10189783815966434,-0.8492896340330492,-0.2124564780350685,-0.13124035113623245,-0.9660185415601283,-0.024378943484648342,-0.16628931757734347,-1.3128533782369312,-0.0675235474863117,-0.1749905187992194,-1.5287796682047086,-0.11778011266539617,-0.17374680093247846,-1.7144787942786988,-0.1589366993654032,-3.7848344595870266e-17,-0.9998111282521068,-0.01943470666743212,0.028817168866260193,-1.3817028192102256,-0.03674800203919513,0.055286150704054564,-1.6218205308338232,-0.10058018782099395,0.08397605969659373,-1.8248029347595984,-0.1602732740859189,0.10893331175294017,-0.9374769361306574,-0.03451607207445832,0.15811711463346592,-1.2674242363068504,-0.06293021742103118,0.1808531689865806,-1.4923876501153632,-0.14283927413861136,0.2014373979538664,-1.6797604613203043,-0.2074727112210687,0.20929075529040161,-0.7984026676803425,-0.06479281073289284,0.2911695679042596,-1.0554679320426963,-0.1021520403760244,0.33732296683160656,-1.2248538016450905,-0.15491689579004211,0.37808567389161046,-1.3716401381011576,-0.2009935568214265
4,0.0,0.0,0.0,-0.15021363856405756,-0.2315409615519649,-0.11360518076796107,-0.19370766564217168,-0.5961118106951577,-0.15281258963905234,-0.05371246299799187,-0.8474413044969337,-0.18817815414387623,0.08952346837970293,-0.8831759034668164,-0.2219582021524136,-0.13191982612253234,-0.9678537078642375,-0.01934604156086535,-0.16508807363947714,-1.3115082230711663,-0.06187489589702057,-0.17495716628513508,-1.525442069809721,-0.11357491412332606,-0.17568179727855066,-1.7112268669243818,-0.15619427226443164,-2.420023466693905e-17,-0.9999110828626769,-0.013335155356745903,0.030616882412659873,-1.382201316779617,-0.03143986230559533,0.05536556174451552,-1.6231825094363972,-0.09955034392146388,0.08198204023231445,-1.8260476100351313,-0.16212518827797473,0.1093852557861314,-0.937270343336525,-0.027980778367866683,0.15683388069356552,-1.2680417688800998,-0.05806333759368035,0.1764167187528404,-1.4962438794687436,-0.1426562144258504,0.19400759956893515,-1.6854167646528977,-0.21051133902771207,0.21156741385959418,-0.7983920398508203,-0.05791858717153048,0.2926141848882948,-1.056664030743913,-0.09699975125285241,0.338947628397023,-1.2281968628206479,-0.15253547766511857,0.3797389307877256,-1.3783583502279944,-0.20066357225824585
4,0.0,0.0,0.0,-0.15174101404773271,-0.23598501764879679,-0.1030981945652988,-0.19640776551086975,-0.6041470346720592,-0.13467388187134377,-0.0559210343409319,-0.8506307158904514,-0.16346763555072552,0.08827878084587588,-0.8632251391392799,-0.19046033681329336,-0.13310434361318568,-0.9702010714974897,-0.008128678535647815,-0.1661598717164382,-1.318348471406488,-0.04464104999676748,-0.18037431647481195,-1.535579475585818,-0.09173882142508918,-0.18498085580603255,-1.7201868254077382,-0.13102760775753597,1.1079069086663859e-16,-0.9999902086812187,-0.0044252165701581855,0.029389911786030825,-1.3830093725272246,-0.015314443456492733,0.050061868286994764,-1.6253356922303541,-0.07767231002465344,0.07207044667876397,-1.825030621408631,-0.13653668663544755,0.1106142796417891,-0.9371856052344125,-0.020472686601209798,0.1581746714711018,-1.272235301160308,-0.04463291895041613,0.17435018409907369,-1.508620793160551,-0.12609202414727994,0.18759600773441024,-1.7001987561574705,-0.19225910638113167,0.21305420878004155,-0.8001222454675577,-0.05104364301748256,0.2959631857367726,-1.0629357742848016,-0.08545482433240657,0.34085493590575233,-1.2427672867416908,-0.13863109797062256,0.3786266308848633,-1.3975257666205803,-0.18552397087838834
4,0.0,0.0,0.0,-0.1536264241406606,-0.2345682377298429,-0.10567422201966765,-0.19652048652379692,-0.5972693107726295,-0.14174762619175216,-0.0524436475927279,-0.8392549458907371,-0.1752592570644235,0.0942610453651054,-0.8562774916622535,-0.2074322160161995,-0.1327633538804728,-0.9665972750870067,-0.016337247318023808,-0.16729295409058648,-1.310588800854923,-0.05824213143461047,-0.17754726963453987,-1.52579826625857,-0.1092909384335323,-0.1780237402692042,-1.7122152248075098,-0.15112327847042686,1.5092494465133898e-16,-0.9999089647945504,-0.013493039816520735,0.028824516909253767,-1.3831755212547878,-0.030495144165157095,0.05306391172079817,-1.6244011958062428,-0.09625349455097394,0.07996652221096505,-1.8260488761142732,-0.15729533980346427,0.11092822551544633,-0.9392523767427627,-0.03040677944629698,0.15657998027591002,-1.2740898870157311,-0.05844552462013339,0.17622892145273383,-1.5045949583768035,-0.1404429456068502,0.19442805558424173,-1.6932262838074668,-0.206876620295422,0.21448180040817252,-0.8021728788980924,-0.062104255090569216,0.29566018039550657,-1.0627982978053152,-0.09881123735801417,0.3424119848978682,-1.2391557043922306,-0.1523817104308215,0.3828482220484448,-1.3924793999992007,-0.19950779608624064
4,0.0,0.0,0.0,-0.15278517759074323,-0.23598853758044852,-0.100993581549237,-0.19556362221002102,-0.6084275714800627,-0.13159278040248507,-0.0526012678884132,-0.8525329522749132,-0.1599532351465554,0.09356738484031252,-0.860145161614026,-0.186692040513462,-0.1324614016814397,-0.9688536848837741,-0.007218809251803682,-0.16529130834116906,-1.3170790736598634,-0.04533134870117188,-0.1783166058621427,-1.535193095379157,-0.09380386133410085,-0.18164137468286481,-1.720074877063899,-0.13352617247042173,5.220163907150307e-17,-0.9999919730807468,-0.004006716121071743,0.03186903035009087,-1.3836716582897233,-0.016224906945759707,0.05463498381709939,-1.6263764161103018,-0.07894151720715206,0.07893026476234792,-1.8240408843445266,-0.13774311882324766,0.11042828553886448,-0.9385745771793408,-0.02036710034582692,0.15993179540152944,-1.274836988978705,-0.04417654761665861,0.17798587821211156,-1.5100420347476002,-0.12355123828456122,0.1935329643052905,-1.6979800653432187,-0.1883235468687991,0.21227694720221077,-0.8032273736237245,-0.05140610225030177,0.29420963004432993,-1.0642956079031816,-0.08473374606474933,0.33977835724523,-1.2450469907626494,-0.13627368539035756,0.3787822424994076,-1.3998044057025294,-0.18203124023171047
4,0.0,0.0,0.0,-0.1523881078925414,-0.23478065293007408,-0.10496075634330512,-0.19496214966016465,-0.6044424742154217,-0.13992286799848414,-0.051268895071397966,-0.847040615866614,-0.1721225399423106,0.09482359708520875,-0.8617495077537266,-0.20289322003019175,-0.13250179583245653,-0.9693293943576888,-0.016325418186058156,-0.1653404485801444,-1.3198126515771982,-0.05890696169766929,-0.17667803579973038,-1.5381905448787097,-0.10994555523060734,-0.17907405258132778,-1.7252820687298176,-0.15115922319446995,-1.674692741467493e-17,-0.9999215337378525,-0.012527025478572625,0.03139445614887177,-1.3891728271127874,-0.029939498873232558,0.0552216905893501,-1.6332193223129317,-0.09523505145821083,0.08008820689405181,-1.8340715439214539,-0.15543533668228646,0.11017711532186683,-0.9367122246556933,-0.028306569287528092,0.1593793182488694,-1.276659532919583,-0.05597828736993575,0.17883078607602354,-1.513037659092096,-0.13649799071288357,0.19518472220166702,-1.7030774918375169,-0.20159925141865842,0.21122453656504447,-0.7983416704680486,-0.05887601783397111,0.2938628992360823,-1.060336746306195,-0.09509531260288544,0.3413835899777505,-1.2418593467110908,-0.14770926234263876,0.38168522166780705,-1.3992459668266395,-0.19390443199883775
4,0.0,0.0,0.0,-0.15358261131079687,-0.23276486935293575,-0.10648344154734639,-0.20070418627189596,-0.596923075340802,-0.14254946331643975,-0.06700902948748647,-0.8409555953936151,-0.17602796927435924,0.07384399216335369,-0.8626046074088374,-0.20847091400099416,-0.13183954553536315,-0.9733700318028418,-0.015392195398700926,-0.1645594419324689,-1.3172306949155164,-0.057490352173064016,-0.17596662242780597,-1.534247640954795,-0.10935299424741837,-0.1777037320124976,-1.7210097269932414,-0.15144635517240848,1.7474348898535862e-17,-0.9999264763533612,-0.012126082943436022,0.02924098066405428,-1.3808625816096338,-0.02956762458185049,0.052677076547408365,-1.6202774855605802,-0.09599801281859678,0.0786858371496434,-1.816920833205512,-0.15692117092364052,0.11018387356024088,-0.9341641486141707,-0.028747059184833217,0.15779755375231772,-1.267547955900782,-0.05712981552603166,0.17710013965745258,-1.5020722052978348,-0.1394312414720717,0.19458361589736065,-1.690574429539683,-0.20582887309506948,0.21229741746102165,-0.794383182128645,-0.060314461182868484,0.29388267290963294,-1.0514649689512536,-0.09728023257366933,0.3403605593187548,-1.23109327211704,-0.15100088967066289,0.38064205239740495,-1.3878639328180347,-0.1981011845654324
